"","ic","method","pval","null_l","tmt_l","unknown_param","other_mechanical_param","prescribed_fire_param","wildfire_param","thinning_param","herbicide_param","clearcut_param","all_converge","valid_subset","failed_converge_names"
"342","2.5,1,1,1","BFGS",0,-66948.3953244185,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"343","4,0.94,0.7029,0.0546","BFGS",0,-54595.8411806081,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"344","4,0.94,0.7029,0.0546","BFGS",0,-66851.2948267197,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"345","4,0.94,0.7029,0.0546","BFGS",0,-66947.7503646205,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"346","4,0.94,0.7029,0.0546","BFGS",0,-66694.5214238455,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"347","4,0.94,0.7029,0.0546","BFGS",0,-66944.5835966122,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"348","4,0.94,0.7029,0.0546","BFGS",0,-66948.3955521707,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"349","4,0.94,0.7029,0.0546","BFGS",0,-65693.1198438367,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"350","4,0.94,0.7029,0.0546","BFGS",0,-66948.3967980458,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"351","4,0.94,0.7029,0.0546","BFGS",0,-66948.3965866467,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"352","4,0.94,0.7029,0.0546","BFGS",0,-66948.3960066695,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"353","4,0.94,0.7029,0.0546","BFGS",0,2000,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"354","4,0.94,0.7029,0.0546","BFGS",0,-66948.3963538568,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"355","4,0.94,0.7029,0.0546","BFGS",0,-66948.3952169248,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"356","4,0.94,0.7029,0.0546","BFGS",0,-66948.3952387782,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"357","4,0.94,0.7029,0.0546","BFGS",0,-66948.3965609659,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"358","4,0.94,0.7029,0.0546","BFGS",0,-66948.3964568531,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"359","4,0.94,0.7029,0.0546","BFGS",0,-66948.3951824432,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"360","4,0.94,0.7029,0.0546","BFGS",0,-66948.3961117039,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"361","4,0.94,0.7029,0.0546","BFGS",0,-66948.3953244185,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"362","4,1,1,1","BFGS",0,-54595.8411806081,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"363","4,1,1,1","BFGS",0,-66851.2948267197,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"364","4,1,1,1","BFGS",0,-66947.7503646205,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"365","4,1,1,1","BFGS",0,-66694.5214238455,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
"366","4,1,1,1","BFGS",0,-66944.5835966122,-69478.2446614625,"3.31820572608672,0.945380756005007,0.638748954531765,0.0483823708172987","2.8595576266261,1.0038778522113,0.449227382694154,0.0917895749197513","3.7372896673352,0.963286593305754,0.726102666428522,0.0323815180323823","2.62035599490038,0.983582471902714,0.616568896235163,0.0327621750750576","3.50100864368161,0.941289697260333,0.772371280550516,0.0252147242981883","23.8432572477538,-496.00332821521,-207.610401866225,-199.061901976303","2.19869091381832,0.98505820080384,0.557667074860493,0.0191794176468893",TRUE,TRUE,""
