"clno","sizw","ids","dist_name","ratio"
"400",571,1,"1101","Unknown",0
"401",572,78,"1102 1103 1101","Unknown",0.82051282051282
"402",575,1,"1101","Unknown",0
"403",577,573,"1101 1103 1102","Unknown",0.87521815008726
"404",578,1,"1101","Unknown",0
"405",579,1,"1101","Unknown",0
"406",580,1,"1101","Unknown",0
"407",581,1,"1103","Unknown",0
"408",582,1,"1103","Unknown",0
"409",585,507,"1101 1102 1103","Unknown",0.893491124260355
"410",587,128,"1101 1102 1103","Unknown",0.7421875
"411",588,1,"1101","Unknown",0
"412",589,1,"1101","Unknown",0
"413",590,506,"1101 1102 1103","Unknown",0.929841897233202
"414",591,3,"1101","Unknown",0.333333333333333
"415",592,1,"1101","Unknown",0
"416",595,1,"1101","Unknown",0
"417",597,14,"1102 1103","Unknown",0.571428571428571
"418",598,108,"1101 1102 1103","Unknown",0.773148148148148
"419",599,1,"1101","Unknown",0
"420",600,3,"1101 1102","Unknown",0.333333333333333
"421",601,69,"1102 1101 1103","Unknown",0.826086956521739
"422",602,210,"1101 1102 1103","Unknown",0.819047619047619
"423",605,260,"1103 1102 1101","Unknown",0.905769230769231
"424",607,304,"1101 1102","Unknown",0.840460526315789
"425",608,1,"1101","Unknown",0
"426",609,840,"1101 1102 1103","Unknown",0.870238095238095
"427",610,323,"1101 1102 1103","Unknown",0.845201238390093
"428",611,1,"1101","Unknown",0
"429",612,3,"1101","Unknown",0.333333333333333
"430",615,234,"1102 1103 1101","Unknown",0.833333333333333
"431",617,1,"1101","Unknown",0
"432",618,1,"1101","Unknown",0
"433",619,92,"1102 1101 1103","Unknown",0.744565217391304
"434",620,76,"1101 1102 1103","Unknown",0.671052631578947
"435",621,3,"1101 1102","Unknown",0.333333333333333
"436",622,296,"1101 1102 1103","Unknown",0.858108108108108
"437",625,1,"1101","Unknown",0
"438",627,4,"1103","Unknown",0.5
"439",628,140,"1102 1101 1103","Unknown",0.839285714285714
"440",629,81,"1101 1102 1103","Unknown",0.796296296296296
"441",630,24,"1101 1102","Unknown",0.604166666666667
"442",631,2,"1101","Unknown",0.25
"443",632,1,"1102","Unknown",0
"444",635,1,"1101","Unknown",0
"445",637,13,"1103 1102","Unknown",0.653846153846154
"446",638,182,"1103 1102 1101","Unknown",0.848901098901099
"447",639,1,"1101","Unknown",0
"448",640,218,"1102 1101 1103","Unknown",0.795871559633027
"449",641,93,"1102 1101 1103","Unknown",0.811827956989247
"450",642,6,"1101","Unknown",0.416666666666667
"451",645,93,"1102 1101 1103","Unknown",0.854838709677419
"452",647,154,"1101 1102 1103","Unknown",0.824675324675325
"453",648,1,"1102","Unknown",0
"454",649,232,"1101 1102 1103","Unknown",0.868534482758621
"455",650,82,"1103 1102 1101","Unknown",0.719512195121951
"456",651,75,"1102 1103 1101","Unknown",0.786666666666667
"457",652,151,"1101 1102 1103","Unknown",0.794701986754967
"458",655,1,"1133","",0
"459",657,5,"1101","Unknown",0.4
"460",658,1,"1101","Unknown",0
"461",659,4,"1101","Unknown",0.375
"462",660,558,"1101","Unknown",0.877240143369176
"463",661,1,"1133","",0
"464",662,274,"1101 1102 1103","Unknown",0.786496350364963
"465",665,6,"1103","Unknown",0.416666666666667
"466",667,1,"1101","Unknown",0
"467",668,68,"1101 1102","Unknown",0.779411764705882
"468",669,1,"1132","",0
"469",670,2,"1101","Unknown",0.25
"470",671,2,"1101 1102","Unknown",0.25
"471",672,60,"1102 1103 1101","Unknown",0.758333333333333
"472",675,2,"1101 1102","Unknown",0.25
"473",677,53,"1103 1102 1101","Unknown",0.745283018867924
"474",678,1,"1101","Unknown",0
"475",679,1,"1101","Unknown",0
"476",680,185,"1101 1102 1103","Unknown",0.856756756756757
"477",681,91,"1101 1102 1103","Unknown",0.763736263736264
"478",682,2,"1103","Unknown",0.25
"479",685,8,"1101 1102","Unknown",0.4375
"480",687,364,"1101 1102 1103","Unknown",0.898351648351648
"481",688,1,"1103","Unknown",0
"482",689,3,"1101","Unknown",0.333333333333333
"483",690,1,"1101","Unknown",0
"484",691,16,"1101 1103 1102","Unknown",0.5625
"485",692,16,"1101 1102 1103","Unknown",0.65625
"486",695,154,"1101 1102 1103","Unknown",0.840909090909091
"487",697,68,"1101","Unknown",0.772058823529412
"488",698,3,"1101 1103 1102","Unknown",0.333333333333333
"489",699,1,"1102","Unknown",0
"490",700,1,"1102","Unknown",0
"491",701,97,"1101 1102","Unknown",0.845360824742268
"492",702,722,"1101 1102 1103","Unknown",0.928670360110803
"493",705,1,"1101","Unknown",0
"494",707,1,"1101","Unknown",0
"495",708,1,"1101","Unknown",0
"496",709,1,"1101","Unknown",0
"497",710,1,"1101","Unknown",0
"498",711,32,"1101 1103 1102","Unknown",0.75
"499",712,3,"1101","Unknown",0.333333333333333
