"clno","sizw","ids","dist_name","ratio"
"347",347,154,"1071","Herbicide",0.737012987012987
"348",348,64,"1071","Herbicide",0.8359375
"349",349,1,"1071","Herbicide",0
"350",350,1,"1071","Herbicide",0
"351",351,1,"1071","Herbicide",0
"352",352,24,"1071","Herbicide",0.479166666666667
"353",353,6,"1071","Herbicide",0.5
"354",354,2,"1071","Herbicide",0.25
"355",355,43,"1071","Herbicide",0.523255813953488
"356",356,124,"741 441 941","Thinning",0.875
"357",357,5,"1071","Herbicide",0.4
"358",358,6,"1071","Herbicide",0.583333333333333
"359",359,5,"1071","Herbicide",0.4
"360",360,50,"1071","Herbicide",0.62
"361",361,3,"961","Other Mechanical",0.333333333333333
"362",362,15,"1071","Herbicide",0.466666666666667
"363",363,10,"1071","Herbicide",0.45
"364",364,3,"1071","Herbicide",0.333333333333333
"365",365,2,"741","Thinning",0.25
"366",366,59,"741 701","Unknown, Thinning",0.694915254237288
"367",367,1,"1071","Herbicide",0
"368",368,5,"1071","Herbicide",0.4
"369",369,4,"1071","Herbicide",0.375
"370",370,10,"1071","Herbicide",0.5
"371",371,1,"701","Unknown",0
"372",372,1,"741","Thinning",0
"373",373,36,"1071","Herbicide",0.75
"374",374,1,"701","Unknown",0
"375",375,4,"1071","Herbicide",0.375
"376",376,96,"701 702","Unknown",0.822916666666667
"377",377,1,"701","Unknown",0
"378",378,4,"961","Other Mechanical",0.375
"379",379,2,"1071","Herbicide",0.25
"380",380,7,"701","Unknown",0.5
"381",381,2,"1071","Herbicide",0.25
"382",382,1,"701","Unknown",0
"383",383,15,"1071","Herbicide",0.633333333333333
"384",384,1,"701","Unknown",0
"385",385,1,"1071","Herbicide",0
"386",386,1,"701","Unknown",0
"387",387,1,"701","Unknown",0
"388",388,2,"1071","Herbicide",0.25
"389",389,1,"1071","Herbicide",0
"390",390,7,"1071","Herbicide",0.428571428571429
"391",391,88,"1071 571 871","Herbicide",0.647727272727273
"392",392,1,"1071","Herbicide",0
"393",393,10,"1071","Herbicide",0.45
"394",394,3,"701","Unknown",0.333333333333333
"395",395,59,"701 702 703","Unknown",0.813559322033898
"396",396,3,"1071","Herbicide",0.333333333333333
"397",397,2,"1071","Herbicide",0.25
"398",398,3,"1071","Herbicide",0.333333333333333
"399",399,258,"941 441","Thinning",0.914728682170543
"400",400,1093,"1071 871 571 572 872 873 573","Herbicide",0.818847209515096
"401",401,3,"1071","Herbicide",0.333333333333333
"402",402,2,"1071","Herbicide",0.25
"403",403,47,"701 702 741","Unknown, Thinning",0.680851063829787
"404",404,128,"701 741","Unknown, Thinning",0.78125
"405",405,2,"1071","Herbicide",0.25
"406",406,12,"1071","Herbicide",0.458333333333333
"407",407,14,"1071","Herbicide",0.464285714285714
"408",408,22,"701 741","Unknown, Thinning",0.659090909090909
"409",409,3,"741 701","Unknown, Thinning",0.333333333333333
"410",410,164,"941 441","Thinning",0.908536585365854
"411",411,13,"741","Thinning",0.5
"412",412,20,"1071","Herbicide",0.5
"413",413,60,"701 703 702","Unknown",0.816666666666667
"414",414,1,"741","Thinning",0
"415",415,1,"741","Thinning",0
"416",416,254,"941 441","Thinning",0.895669291338583
"417",417,87,"701 742 702 741 703 743","Unknown, Thinning",0.752873563218391
"418",418,108,"441 941 741 742","Thinning",0.87037037037037
"419",419,12,"741 742 743","Thinning",0.541666666666667
"420",420,302,"1102 1101 1103","Unknown",0.900662251655629
"421",421,63,"701 702 703 1103 1102 1101","Unknown",0.777777777777778
"422",422,2,"1102 1103","Unknown",0.25
"423",423,6,"1103","Unknown",0.416666666666667
"424",424,183,"1102 1103 1101","Unknown",0.816939890710383
"425",425,3,"1103","Unknown",0.333333333333333
"426",426,263,"941 441 741","Thinning",0.901140684410646
"427",427,1,"1101","Unknown",0
"428",428,1364,"701 871 702 872 703 873 571 1071 573 572 741 742 743 441 941 442","Thinning, Herbicide, Unknown",0.857038123167155
"429",429,1,"701","Unknown",0
"430",430,1,"1103","Unknown",0
"431",431,108,"1102 1101 1103","Unknown",0.833333333333333
"432",432,1,"1101","Unknown",0
"433",433,57,"1103 1102 703 701 702","Unknown",0.789473684210526
"434",434,28,"961","Other Mechanical",0.767857142857143
"435",435,155,"701 703 1101 702 1103 1102","Unknown",0.867741935483871
"436",436,64,"1101 1102 1103","Unknown",0.8046875
"437",437,11,"1071","Herbicide",0.636363636363636
"438",438,58,"1103 1101 1102","Unknown",0.775862068965517
"439",439,45,"1071 571","Herbicide",0.744444444444444
"440",440,657,"701 703 702 1102 1103 1101","Unknown",0.87062404870624
"441",441,158,"1102 1103 1101","Unknown",0.841772151898734
"442",442,371,"1101 1103 1102 702 701","Unknown",0.924528301886792
"443",443,68,"1101 1103 1102","Unknown",0.845588235294118
"444",444,2,"1103","Unknown",0.25
"445",445,581,"961 461","Other Mechanical",0.831325301204819
"446",446,190,"1103 1102 1101","Unknown",0.905263157894737
"447",447,15,"1071","Herbicide",0.7
"448",448,356,"1102 1101 702 1103 703 701","Unknown",0.917134831460674
"449",449,132,"1103 1102 1101","Unknown",0.878787878787879
"450",450,10,"1101 1102 1103","Unknown",0.6
"451",451,58,"1101 1102 1103","Unknown",0.663793103448276
"452",452,40,"1101 1102 1103","Unknown",0.65
"453",453,102,"1101 1102 1103","Unknown",0.759803921568627
"454",454,13,"1101 1103 1102","Unknown",0.538461538461538
"455",455,1,"1101","Unknown",0
"456",456,18,"1071","Herbicide",0.722222222222222
"457",457,17,"1101 1102","Unknown",0.588235294117647
"458",458,134,"961 461","Other Mechanical",0.832089552238806
"459",459,6,"1101","Unknown",0.416666666666667
"460",460,22,"1103 1101 1102 702 701","Unknown",0.636363636363636
"461",461,82,"1071 961","Other Mechanical, Herbicide",0.664634146341463
"462",462,1,"702","Unknown",0
"463",463,3,"1101","Unknown",0.333333333333333
"464",464,1,"1101","Unknown",0
"465",465,2,"1101","Unknown",0.25
"466",466,99,"961 461","Other Mechanical",0.787878787878788
"467",467,1,"1101","Unknown",0
"468",468,99,"1071 871 571","Herbicide",0.681818181818182
"469",469,77,"1101 1102 1103","Unknown",0.824675324675325
"470",470,2,"1101","Unknown",0.25
"471",471,15,"1071","Herbicide",0.666666666666667
"472",472,1,"1101","Unknown",0
"473",473,2,"1101","Unknown",0.25
"474",474,2,"1101","Unknown",0.25
"475",475,205,"1101 1103 1102","Unknown",0.885365853658537
"476",476,3,"1101","Unknown",0.333333333333333
"477",477,32,"1071","Herbicide",0.78125
"478",478,6,"1071","Herbicide",0.5
"479",479,417,"961 461 462","Other Mechanical",0.940047961630695
"480",480,2,"1101","Unknown",0.25
"481",481,85,"761 763 701 1101 1102 1103 703","Unknown, Other Mechanical",0.852941176470588
"482",482,143,"1102 1103 1101","Unknown",0.884615384615385
"483",483,2,"871","Herbicide",0.25
"484",484,2,"1071","Herbicide",0.25
"485",485,2,"961","Other Mechanical",0.25
"486",486,128,"1101 1102 1103","Unknown",0.79296875
